"S7_ID","C7DESMTH","C7R4MSCL","C6R4MSCL","P6EXPECT","GENDER","RACE","WKSESL","WKPOV_R","WKMOMED","P7HFAMIL","S7PUPRI","R7REGION","R7URBAN"
"C582",0,123.97,119.7,"more than",0,"BLACK",-0.75,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C561",1,140.39,148.57,"4y college",0,"WHITE",0.95,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",0,134.67,144.65,"4y college",1,"WHITE",0.16,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",0,163.81,151.98,"4y college",1,"WHITE",0.93,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",0,115.29,142.18,"more than",1,"BLACK",0.48,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",1,167.62,153.35,"more than",1,"WHITE",0.26,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",0,137.38,110.27,"more than",0,"BLACK",0.05,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C582",0,146.23,131.05,"more than",1,"WHITE",-3.61,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",0,168.91,162.9,"4y college",1,"BLACK",-0.3,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",0,132.48,133.51,"4y college",0,"WHITE",0.33,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",0,133.16,105.58,"more than",0,"WHITE",-3.17,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",0,161.51,159.29,"less than",1,"WHITE",-0.74,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",0,152.51,141.81,"more than",0,"WHITE",-0.32,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",0,124.15,92.3,"more than",0,"BLACK",-0.67,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C853",0,166.48,88.06,"more than",1,"BLACK",-0.69,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",0,148.44,133.71,"more than",0,"BLACK",-0.74,"BELOW POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",0,145.81,129.73,"less than",0,"BLACK",-0.22,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",0,127.47,115.34,"less than",0,"WHITE",-0.03,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",1,121.8,98,"4y college",0,"WHITE",-0.08,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",1,168.57,143.75,"4y college",1,"WHITE",0.7,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",0,133.19,116.67,"more than",1,"WHITE",-0.68,"AT OR ABOVE POVERTY THRESHOLD","less than high school","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",0,123.39,85,"less than",0,"WHITE",-0.05,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",0,150.71,131.99,"4y college",1,"WHITE",-0.38,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",0,101.42,79.34,"less than",0,"WHITE",-0.48,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",1,130.21,101.23,"4y college",1,"WHITE",-0.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",0,113.37,114.49,"less than",1,"WHITE",-0.12,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",0,144.99,130.27,"more than",1,"WHITE",-0.4,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",0,138.94,118.52,"less than",0,"WHITE",-0.24,"BELOW POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C457",0,119.52,87.32,"less than",0,"WHITE",-0.84,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C500",1,136.77,113.79,"4y college",0,"BLACK",-0.5,"BELOW POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C500",1,168.9,150.93,"more than",0,"WHITE",0.64,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",0,149.91,126.57,"4y college",0,"WHITE",0.84,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C500",0,162.3,144.53,"less than",1,"WHITE",-0.75,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C500",1,159.85,139.32,"4y college",1,"BLACK",1.04,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C500",1,170.09,163.6,"more than",1,"WHITE",0.43,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,167.7,160.35,"more than",1,"WHITE",2.04,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",0,106.58,91.75,"4y college",0,"WHITE",-0.5,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C500",0,98.85,87.2,"4y college",1,"Other",-0.19,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C500",0,122.61,104.36,"4y college",1,"BLACK",-0.59,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",0,146.11,137.59,"more than",0,"WHITE",-0.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C500",0,138.32,102.5,"4y college",0,"BLACK",-0.28,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C500",1,99.81,109.47,"more than",0,"BLACK",-1.56,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",0,135.1,133.21,"4y college",1,"WHITE",-0.51,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",1,145.06,141.37,"more than",1,"HISPANIC",-0.38,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",1,69.62,65.04,"more than",0,"WHITE",-0.86,"AT OR ABOVE POVERTY THRESHOLD","less than high school","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",0,156.48,142.76,"more than",1,"WHITE",0.14,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",1,139.05,135.48,"less than",0,"WHITE",-0.32,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",0,150.92,142.06,"less than",1,"WHITE",-0.26,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",1,101.76,85.85,"less than",1,"WHITE",-0.46,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",0,149.23,114.16,"4y college",1,"WHITE",-0.47,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",1,115.92,101.81,"4y college",0,"WHITE",-2.69,"BELOW POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",0,139.48,103.49,"less than",1,"WHITE",-2.05,"BELOW POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",0,127.43,112.28,"4y college",0,"WHITE",-0.61,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",1,150.6,144.28,"more than",0,"WHITE",-0.61,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,154.61,133.25,"more than",0,"WHITE",0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",0,138.8,131.22,"4y college",0,"WHITE",-0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,161.71,155.34,"4y college",1,"WHITE",0.5,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,161.31,145.49,"4y college",1,"WHITE",0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,162.3,143.2,"4y college",1,"WHITE",-0.28,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",0,163.53,147.38,"4y college",1,"WHITE",0.53,"BELOW POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",0,122.68,91.08,"4y college",1,"WHITE",0.87,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",0,150.57,138.14,"less than",1,"WHITE",-2.56,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,158.38,148.88,"more than",1,"WHITE",0.25,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,152.02,127.59,"more than",1,"WHITE",0.65,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,148.29,140.94,"4y college",0,"WHITE",-0.03,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,160.95,151.09,"4y college",1,"WHITE",1.4,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",0,135.74,121.89,"4y college",1,"BLACK",-1.79,"BELOW POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",0,146.13,116.65,"4y college",1,"WHITE",0.2,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,160.88,119.65,"4y college",1,"WHITE",0.27,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,170.32,154.79,"4y college",1,"WHITE",1.56,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",0,141.24,110.2,"4y college",0,"WHITE",-1.72,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",0,141,122.16,"4y college",1,"WHITE",2,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",0,149.51,115.94,"less than",0,"WHITE",-0.16,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,152,129.03,"less than",0,"HISPANIC",0.78,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C463",1,155.72,140.59,"4y college",1,"WHITE",1.44,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C500",0,138.51,147.48,"more than",1,"WHITE",-0.68,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",1,166.45,152.61,"4y college",1,"WHITE",0.59,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",1,145.32,62.29,"4y college",0,"WHITE",0.65,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",1,150.82,135.04,"less than",0,"WHITE",0.6,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",1,158.83,158.24,"4y college",1,"WHITE",1.68,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",1,161.32,142.84,"4y college",1,"WHITE",0.95,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",0,131.27,132.26,"4y college",0,"WHITE",0.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",1,151.63,136.98,"4y college",0,"WHITE",0.83,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",1,161.96,141.48,"4y college",0,"WHITE",1.27,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",0,147.64,133.71,"more than",0,"WHITE",0.48,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",1,132.31,133,"4y college",0,"WHITE",0.96,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",1,161.88,150.96,"more than",1,"WHITE",0.67,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C363",1,166.89,157.74,"4y college",1,"WHITE",0.45,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",0,135.39,115.36,"more than",0,"WHITE",1.01,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",0,138.41,113.3,"4y college",0,"WHITE",0.88,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",0,148.8,116.73,"4y college",1,"WHITE",-0.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",1,167.53,150.64,"more than",0,"WHITE",1.75,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C715",0,139.45,115.63,"4y college",0,"WHITE",0.42,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",0,154,129.9,"4y college",1,"WHITE",1.25,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C460",0,140.26,129.84,"more than",0,"WHITE",0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C500",0,87.91,77.91,"4y college",0,"BLACK",-0.48,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C298",0,140.68,123.74,"more than",1,"WHITE",0.27,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C298",0,130,132.76,"more than",1,"WHITE",0.27,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C463",0,138.08,141.72,"4y college",0,"WHITE",-0.28,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,132.26,131.11,"less than",1,"WHITE",-0.42,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,124.73,116.37,"4y college",0,"WHITE",0.25,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,119.04,97.29,"less than",1,"WHITE",-0.51,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",1,165.33,160.82,"less than",1,"WHITE",-0.3,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,166.76,152.71,"4y college",0,"WHITE",-0.05,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,150.18,140.32,"4y college",0,"WHITE",-0.71,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,130.14,136.42,"4y college",1,"WHITE",-0.33,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,143.97,149.49,"more than",1,"WHITE",-0.18,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,131.26,124.38,"4y college",1,"WHITE",0.2,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",1,147.34,135.22,"more than",0,"WHITE",0.66,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,110.57,71.48,"4y college",0,"WHITE",-0.42,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,139.07,127.23,"4y college",0,"WHITE",0.69,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,117.57,103.95,"less than",1,"WHITE",-0.52,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,154.29,142.35,"less than",1,"WHITE",-0.25,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",1,144.69,126.63,"4y college",0,"WHITE",-0.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,149.89,133.8,"4y college",0,"WHITE",-0.07,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,145.64,143.49,"4y college",0,"WHITE",1.84,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,146.49,133.93,"4y college",1,"WHITE",-0.13,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,144.1,138.22,"more than",0,"WHITE",0.37,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",1,164.14,160.77,"4y college",1,"WHITE",0.47,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,129.18,137.92,"4y college",0,"WHITE",0.19,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",1,169.28,161.2,"4y college",1,"WHITE",0.95,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C463",0,159.89,141.76,"4y college",1,"WHITE",0.22,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C655",1,130.98,102.95,"4y college",0,"WHITE",0.43,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C655",0,142.78,115.32,"4y college",0,"WHITE",-0.43,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
